CO2 per 1000,Type,Year,Region
0.001601762,Transport (Energy) (Mt CO2e),2023,Europe
2.192970419e-06,Waste (Mt CO2e),2013,Oceania
6.284954326e-07,Waste (Mt CO2e),2003,The Americas
7.052542704e-05,Agriculture (Mt CO2e),2002,Oceania
0.002400056,Power Industry (Energy) (Mt CO2e),2007,Middle East
0.003188089,Power Industry (Energy) (Mt CO2e),1995,The Americas
,Waste (Mt CO2e),2025,Asia
,Building (Energy) (Mt CO2e),1969,Middle East
,Power Industry (Energy) (Mt CO2e),1963,Oceania
0.000312711,Transport (Energy) (Mt CO2e),2004,Asia
,Power Industry (Energy) (Mt CO2e),1963,Middle East
0.002716166,Power Industry (Energy) (Mt CO2e),1971,Oceania
,Agriculture (Mt CO2e),1968,Asia
0.002498804,Transport (Energy) (Mt CO2e),2014,The Americas
,Waste (Mt CO2e),2025,Oceania
0.000758970,Power Industry (Energy) (Mt CO2e),1996,Asia
0.000337203,Power Industry (Energy) (Mt CO2e),2024,Africa
0.001031827,Building (Energy) (Mt CO2e),2000,The Americas
,Industrial Combustion (Energy) (Mt CO2e),1965,Oceania
,Agriculture (Mt CO2e),1960,Oceania
0.000318470,Industrial Processes (Mt CO2e),2010,The Americas
2.652894236e-05,Agriculture (Mt CO2e),2012,The Americas
0.005108768,Power Industry (Energy) (Mt CO2e),1992,Oceania
,Fugitive Emissions (Energy) (Mt CO2e),1965,The Americas
0.000970455,Building (Energy) (Mt CO2e),2005,The Americas
0.000823773,Building (Energy) (Mt CO2e),2022,The Americas
0.000277184,Fugitive Emissions (Energy) (Mt CO2e),1989,Africa
2.081590414e-06,Waste (Mt CO2e),2015,Oceania
,Waste (Mt CO2e),1964,Asia
0.000192677,Industrial Combustion (Energy) (Mt CO2e),1988,Africa
0.000763500,Fugitive Emissions (Energy) (Mt CO2e),1986,Middle East
0.000606467,Building (Energy) (Mt CO2e),1990,Oceania
2.544154363e-05,Agriculture (Mt CO2e),1994,Europe
,Building (Energy) (Mt CO2e),1966,The Americas
0.000477936,Transport (Energy) (Mt CO2e),2017,Asia
4.027144258e-06,Waste (Mt CO2e),1999,Oceania
0.000445632,Industrial Processes (Mt CO2e),2015,Asia
0.001524940,Transport (Energy) (Mt CO2e),2013,Europe
1.809388594e-05,Agriculture (Mt CO2e),1999,Asia
0.000323475,Industrial Processes (Mt CO2e),2001,The Americas
0.001235630,Industrial Combustion (Energy) (Mt CO2e),2007,Middle East
3.752614602e-06,Waste (Mt CO2e),1970,Oceania
0.003110453,Power Industry (Energy) (Mt CO2e),1992,The Americas
1.376835456e-05,Agriculture (Mt CO2e),1988,Middle East
0.001314316,Industrial Combustion (Energy) (Mt CO2e),2020,Middle East
0.001001212,Fugitive Emissions (Energy) (Mt CO2e),2018,Middle East
,Agriculture (Mt CO2e),1969,Oceania
8.168978364e-05,Building (Energy) (Mt CO2e),1991,Africa
0.000157108,Transport (Energy) (Mt CO2e),1981,Asia
0.000657368,Fugitive Emissions (Energy) (Mt CO2e),1989,The Americas
0.000353869,Power Industry (Energy) (Mt CO2e),2021,Africa
0.000212433,Transport (Energy) (Mt CO2e),2004,Africa
0.001050601,Industrial Combustion (Energy) (Mt CO2e),1992,The Americas
0.003874581,Power Industry (Energy) (Mt CO2e),1987,Europe
,Industrial Processes (Mt CO2e),1960,Oceania
0.000962455,Transport (Energy) (Mt CO2e),1971,Europe
0.002690432,Transport (Energy) (Mt CO2e),1992,Oceania
0.000795881,Building (Energy) (Mt CO2e),2021,Middle East
0.000461481,Industrial Processes (Mt CO2e),2016,Asia
0.003669710,Fugitive Emissions (Energy) (Mt CO2e),1973,Middle East
0.000868552,Building (Energy) (Mt CO2e),1973,Oceania
0.000750330,Fugitive Emissions (Energy) (Mt CO2e),2008,Oceania
1.239210506e-05,Agriculture (Mt CO2e),2009,Middle East
0.000344724,Power Industry (Energy) (Mt CO2e),2022,Africa
1.991140583e-05,Agriculture (Mt CO2e),1995,The Americas
0.001417140,Building (Energy) (Mt CO2e),1994,Europe
0.001337281,Transport (Energy) (Mt CO2e),2000,Middle East
0.000602142,Fugitive Emissions (Energy) (Mt CO2e),2017,The Americas
,Power Industry (Energy) (Mt CO2e),1967,Africa
,Agriculture (Mt CO2e),1969,Asia
5.442214336e-06,Agriculture (Mt CO2e),1971,Africa
0.001263702,Industrial Combustion (Energy) (Mt CO2e),2012,Oceania
0.002917088,Power Industry (Energy) (Mt CO2e),1980,The Americas
0.000307805,Building (Energy) (Mt CO2e),2012,Asia
0.000994597,Building (Energy) (Mt CO2e),2004,The Americas
,Fugitive Emissions (Energy) (Mt CO2e),1968,Europe
0.000778810,Fugitive Emissions (Energy) (Mt CO2e),1990,Middle East
0.000261245,Building (Energy) (Mt CO2e),2001,Asia
0.002868770,Transport (Energy) (Mt CO2e),1997,Oceania
0.003660411,Power Industry (Energy) (Mt CO2e),2023,Oceania
0.000788105,Industrial Processes (Mt CO2e),2011,Middle East
0.002266413,Transport (Energy) (Mt CO2e),1975,Oceania
3.781559976e-05,Agriculture (Mt CO2e),1977,Europe
1.800197388e-06,Waste (Mt CO2e),2019,Oceania
0.000482612,Industrial Processes (Mt CO2e),2004,Middle East
0.000301001,Building (Energy) (Mt CO2e),2008,Asia
0.000490138,Industrial Combustion (Energy) (Mt CO2e),1992,Asia
0.001448182,Transport (Energy) (Mt CO2e),2004,Middle East
0.001221885,Building (Energy) (Mt CO2e),1989,The Americas
0.000463390,Transport (Energy) (Mt CO2e),2016,Asia
,Industrial Combustion (Energy) (Mt CO2e),2025,Middle East
0.000444290,Industrial Combustion (Energy) (Mt CO2e),1973,Asia
0.003150014,Fugitive Emissions (Energy) (Mt CO2e),1975,Middle East
0.000796066,Building (Energy) (Mt CO2e),2018,Oceania
,Industrial Processes (Mt CO2e),1968,Oceania
0.002479377,Power Industry (Energy) (Mt CO2e),2016,The Americas
0.001824345,Industrial Combustion (Energy) (Mt CO2e),1996,Oceania
,Fugitive Emissions (Energy) (Mt CO2e),1967,Oceania
0.000413404,Transport (Energy) (Mt CO2e),2012,Asia
0.000473748,Industrial Combustion (Energy) (Mt CO2e),1976,Asia
,Fugitive Emissions (Energy) (Mt CO2e),1969,The Americas
4.097777824e-07,Waste (Mt CO2e),1971,The Americas
,Building (Energy) (Mt CO2e),1967,The Americas
,Building (Energy) (Mt CO2e),1961,The Americas
0.000112270,Industrial Combustion (Energy) (Mt CO2e),2022,Africa
0.000856235,Fugitive Emissions (Energy) (Mt CO2e),2008,Middle East
0.000494049,Fugitive Emissions (Energy) (Mt CO2e),2020,Europe
,Transport (Energy) (Mt CO2e),1969,Africa
0.000489877,Industrial Processes (Mt CO2e),1982,Oceania
5.819879995e-06,Agriculture (Mt CO2e),1988,Africa
0.000314988,Building (Energy) (Mt CO2e),1994,Asia
0.002430896,Power Industry (Energy) (Mt CO2e),2006,Middle East
,Power Industry (Energy) (Mt CO2e),1964,Africa
0.003318565,Power Industry (Energy) (Mt CO2e),1995,Europe
1.468305305e-05,Agriculture (Mt CO2e),1991,Middle East
,Agriculture (Mt CO2e),1960,Europe
1.445918360e-06,Waste (Mt CO2e),1975,Asia
0.000614324,Power Industry (Energy) (Mt CO2e),1992,Asia
,Industrial Combustion (Energy) (Mt CO2e),1963,Middle East
0.000144428,Transport (Energy) (Mt CO2e),1975,Asia
0.000781788,Industrial Combustion (Energy) (Mt CO2e),1987,Middle East
0.002543032,Transport (Energy) (Mt CO2e),1987,The Americas
1.692793265e-05,Agriculture (Mt CO2e),2021,Asia
,Waste (Mt CO2e),1961,Africa
3.565046777e-09,Waste (Mt CO2e),2000,Middle East
9.982569054e-07,Waste (Mt CO2e),2023,The Americas
0.000243997,Fugitive Emissions (Energy) (Mt CO2e),2021,Asia
5.877633122e-07,Waste (Mt CO2e),1999,The Americas
0.000531279,Fugitive Emissions (Energy) (Mt CO2e),2012,Europe
3.655847487e-09,Waste (Mt CO2e),1999,Middle East
0.001016588,Fugitive Emissions (Energy) (Mt CO2e),1973,The Americas
1.695427862e-05,Agriculture (Mt CO2e),2002,Middle East
0.002776325,Power Industry (Energy) (Mt CO2e),2012,The Americas
0.001748112,Power Industry (Energy) (Mt CO2e),1993,Middle East
,Building (Energy) (Mt CO2e),2025,Oceania
,Power Industry (Energy) (Mt CO2e),1968,Oceania
0.000136691,Transport (Energy) (Mt CO2e),1973,Asia
,Agriculture (Mt CO2e),1965,Europe
1.512421179e-05,Agriculture (Mt CO2e),1971,The Americas
2.189830953e-09,Waste (Mt CO2e),2012,Middle East
4.050825054e-09,Waste (Mt CO2e),1974,Middle East
0.000968370,Industrial Combustion (Energy) (Mt CO2e),2016,Asia
0.002221045,Fugitive Emissions (Energy) (Mt CO2e),1980,Middle East
1.447911075e-05,Agriculture (Mt CO2e),1981,Oceania
0.000344681,Building (Energy) (Mt CO2e),1990,Asia
0.003394910,Power Industry (Energy) (Mt CO2e),2006,Europe
1.751824864e-05,Agriculture (Mt CO2e),1998,Asia
0.000663971,Fugitive Emissions (Energy) (Mt CO2e),2008,The Americas
0.001074221,Industrial Combustion (Energy) (Mt CO2e),2005,Middle East
,Fugitive Emissions (Energy) (Mt CO2e),1969,Africa
,Building (Energy) (Mt CO2e),1967,Oceania
0.000897600,Industrial Combustion (Energy) (Mt CO2e),2007,The Americas
0.002538049,Industrial Combustion (Energy) (Mt CO2e),1970,The Americas
1.885769200e-05,Agriculture (Mt CO2e),1992,The Americas
0.000254935,Power Industry (Energy) (Mt CO2e),1979,Africa
0.000576545,Building (Energy) (Mt CO2e),1986,Oceania
0.000213176,Industrial Processes (Mt CO2e),1999,Asia
0.000126613,Transport (Energy) (Mt CO2e),1970,Asia
,Waste (Mt CO2e),1961,Europe
0.000277141,Building (Energy) (Mt CO2e),2003,Asia
0.001673333,Transport (Energy) (Mt CO2e),2019,Middle East
0.000511683,Industrial Combustion (Energy) (Mt CO2e),1998,Asia
0.000321096,Power Industry (Energy) (Mt CO2e),1975,Asia
0.002093428,Industrial Combustion (Energy) (Mt CO2e),1970,Europe
,Industrial Combustion (Energy) (Mt CO2e),1962,Europe
0.000329379,Industrial Processes (Mt CO2e),1989,Middle East
0.000484528,Industrial Processes (Mt CO2e),2024,Europe
0.003037146,Power Industry (Energy) (Mt CO2e),2010,The Americas
0.005838625,Power Industry (Energy) (Mt CO2e),2011,Oceania
,Power Industry (Energy) (Mt CO2e),1967,The Americas
0.000119526,Industrial Processes (Mt CO2e),1977,Asia
0.001086288,Power Industry (Energy) (Mt CO2e),1983,Middle East
0.000543875,Industrial Processes (Mt CO2e),1970,Oceania
5.701562988e-06,Agriculture (Mt CO2e),1987,Africa
0.000695552,Building (Energy) (Mt CO2e),2017,Middle East
1.220931304e-05,Agriculture (Mt CO2e),1983,Asia
,Building (Energy) (Mt CO2e),1962,Asia
0.000321837,Building (Energy) (Mt CO2e),2017,Asia
0.000233382,Building (Energy) (Mt CO2e),1971,Asia
,Waste (Mt CO2e),1967,The Americas
,Transport (Energy) (Mt CO2e),1966,Europe
0.000501167,Industrial Processes (Mt CO2e),2013,Europe
0.001993016,Transport (Energy) (Mt CO2e),1970,Oceania
3.235235755e-09,Waste (Mt CO2e),1988,Middle East
0.000107668,Industrial Combustion (Energy) (Mt CO2e),2020,Africa
8.474755107e-06,Agriculture (Mt CO2e),1977,Asia
0.000908435,Industrial Combustion (Energy) (Mt CO2e),2005,The Americas
,Building (Energy) (Mt CO2e),1961,Middle East
3.784057992e-06,Waste (Mt CO2e),1997,Oceania
0.000218578,Transport (Energy) (Mt CO2e),1993,Asia
0.001752324,Power Industry (Energy) (Mt CO2e),2016,Asia
0.001221805,Industrial Combustion (Energy) (Mt CO2e),1995,Europe
1.974168742e-05,Agriculture (Mt CO2e),1988,The Americas
2.606006137e-05,Agriculture (Mt CO2e),2010,Europe
1.697944413e-06,Waste (Mt CO2e),2022,Oceania
0.000346111,Industrial Processes (Mt CO2e),1990,The Americas
0.000408953,Power Industry (Energy) (Mt CO2e),2014,Africa
0.000512854,Fugitive Emissions (Energy) (Mt CO2e),2018,Europe
1.458746826e-05,Agriculture (Mt CO2e),1973,The Americas
0.000110601,Fugitive Emissions (Energy) (Mt CO2e),1983,Asia
,Transport (Energy) (Mt CO2e),1969,The Americas
0.000397654,Industrial Processes (Mt CO2e),1978,The Americas
0.000661278,Fugitive Emissions (Energy) (Mt CO2e),1991,Europe
,Waste (Mt CO2e),1962,Europe
1.592856528e-06,Waste (Mt CO2e),1993,Asia
0.000721563,Industrial Combustion (Energy) (Mt CO2e),2023,The Americas
0.000924788,Building (Energy) (Mt CO2e),2006,Middle East
,Industrial Combustion (Energy) (Mt CO2e),1962,Middle East
0.001454038,Industrial Combustion (Energy) (Mt CO2e),2002,Oceania
0.001379441,Industrial Combustion (Energy) (Mt CO2e),1986,The Americas
,Waste (Mt CO2e),2025,Europe
0.002633738,Transport (Energy) (Mt CO2e),1987,Oceania
8.106712522e-05,Building (Energy) (Mt CO2e),1992,Africa
0.000635328,Building (Energy) (Mt CO2e),1985,Middle East
3.599708395e-09,Waste (Mt CO2e),1985,Middle East
0.000490153,Fugitive Emissions (Energy) (Mt CO2e),2014,Europe
0.001005186,Transport (Energy) (Mt CO2e),1972,Europe
0.001172854,Transport (Energy) (Mt CO2e),1987,Middle East
,Industrial Combustion (Energy) (Mt CO2e),1967,Europe
1.758443094e-05,Agriculture (Mt CO2e),1996,Asia
0.000316272,Industrial Processes (Mt CO2e),1984,Middle East
0.000277312,Transport (Energy) (Mt CO2e),2001,Asia
5.213800569e-06,Agriculture (Mt CO2e),1995,Africa
0.000476352,Industrial Processes (Mt CO2e),2009,Europe
0.001532986,Transport (Energy) (Mt CO2e),2014,Europe
3.581389882e-05,Agriculture (Mt CO2e),1975,Europe
0.001289121,Building (Energy) (Mt CO2e),2000,Europe
0.000892249,Industrial Combustion (Energy) (Mt CO2e),1990,Middle East
0.000162772,Transport (Energy) (Mt CO2e),1975,Africa
0.000458102,Industrial Processes (Mt CO2e),1983,Oceania
0.002713860,Transport (Energy) (Mt CO2e),2019,Oceania
0.000461123,Industrial Processes (Mt CO2e),1992,Oceania
0.000197686,Transport (Energy) (Mt CO2e),2001,Africa
2.021626783e-05,Agriculture (Mt CO2e),1984,The Americas
0.001033657,Industrial Combustion (Energy) (Mt CO2e),2004,Middle East
3.678410871e-06,Waste (Mt CO2e),1998,Europe
1.846031183e-05,Agriculture (Mt CO2e),1978,The Americas
0.000484131,Industrial Processes (Mt CO2e),2022,Asia
0.000149989,Fugitive Emissions (Energy) (Mt CO2e),2016,Africa
0.000284279,Fugitive Emissions (Energy) (Mt CO2e),1984,Africa
0.000637611,Fugitive Emissions (Energy) (Mt CO2e),2007,Europe
0.002691133,Transport (Energy) (Mt CO2e),2001,The Americas
0.000977174,Fugitive Emissions (Energy) (Mt CO2e),2016,Middle East
5.149159005e-07,Waste (Mt CO2e),1990,The Americas
,Fugitive Emissions (Energy) (Mt CO2e),1963,Middle East
0.002593121,Transport (Energy) (Mt CO2e),1985,Oceania
1.701044007e-05,Agriculture (Mt CO2e),2016,Asia
0.000140037,Fugitive Emissions (Energy) (Mt CO2e),1999,Asia
0.000598684,Fugitive Emissions (Energy) (Mt CO2e),1970,Oceania
9.951408243e-07,Waste (Mt CO2e),2016,The Americas
0.000274222,Transport (Energy) (Mt CO2e),2015,Africa
1.506558402e-05,Agriculture (Mt CO2e),2004,Middle East
2.257997314e-05,Agriculture (Mt CO2e),1997,The Americas
0.001211388,Transport (Energy) (Mt CO2e),1980,Europe
5.315988750e-06,Agriculture (Mt CO2e),1983,Africa
0.000478973,Transport (Energy) (Mt CO2e),2021,Asia
0.000855561,Fugitive Emissions (Energy) (Mt CO2e),1989,Oceania
0.000239977,Building (Energy) (Mt CO2e),1972,Asia
0.003021400,Power Industry (Energy) (Mt CO2e),2013,Europe
0.000469219,Industrial Processes (Mt CO2e),1994,Europe
0.000386986,Building (Energy) (Mt CO2e),1973,Middle East
0.000714838,Building (Energy) (Mt CO2e),1979,Oceania
,Industrial Processes (Mt CO2e),1969,Middle East
,Industrial Combustion (Energy) (Mt CO2e),1961,Asia
,Fugitive Emissions (Energy) (Mt CO2e),2025,Europe
1.598689557e-05,Agriculture (Mt CO2e),1980,Oceania
0.002596652,Power Industry (Energy) (Mt CO2e),2008,Middle East
0.000728402,Building (Energy) (Mt CO2e),2010,Oceania
0.000509633,Building (Energy) (Mt CO2e),1978,Middle East
0.000310807,Fugitive Emissions (Energy) (Mt CO2e),1977,Africa
,Power Industry (Energy) (Mt CO2e),1960,Middle East
4.853248021e-06,Agriculture (Mt CO2e),1976,Africa
0.005012940,Power Industry (Energy) (Mt CO2e),1994,Oceania
,Waste (Mt CO2e),1968,Middle East
0.000257346,Fugitive Emissions (Energy) (Mt CO2e),1993,Africa
0.002654248,Power Industry (Energy) (Mt CO2e),2016,Europe
,Industrial Combustion (Energy) (Mt CO2e),1965,The Americas
0.003134810,Power Industry (Energy) (Mt CO2e),2010,Europe
,Industrial Processes (Mt CO2e),1961,The Americas
0.000393189,Industrial Processes (Mt CO2e),2000,Middle East
8.493323678e-09,Waste (Mt CO2e),2002,Africa
0.001748543,Building (Energy) (Mt CO2e),1991,Europe
1.385083698e-05,Agriculture (Mt CO2e),1982,Middle East
0.002367542,Transport (Energy) (Mt CO2e),2023,The Americas
4.211273120e-06,Waste (Mt CO2e),1990,Europe
0.000182891,Transport (Energy) (Mt CO2e),1992,Africa
0.001867259,Power Industry (Energy) (Mt CO2e),1994,Middle East
0.001162489,Industrial Combustion (Energy) (Mt CO2e),2018,Oceania
0.000801289,Building (Energy) (Mt CO2e),2002,Middle East
,Industrial Processes (Mt CO2e),1967,Europe
0.004725095,Power Industry (Energy) (Mt CO2e),2018,Oceania
4.935496771e-07,Waste (Mt CO2e),1986,The Americas
0.000456334,Industrial Combustion (Energy) (Mt CO2e),1981,Asia
3.643489662e-06,Waste (Mt CO2e),2018,Europe
0.002417530,Industrial Combustion (Energy) (Mt CO2e),1974,Oceania
3.806401480e-06,Waste (Mt CO2e),2008,Europe
2.446810829e-09,Waste (Mt CO2e),2015,Middle East
0.001408945,Industrial Combustion (Energy) (Mt CO2e),1987,The Americas
4.154655811e-06,Waste (Mt CO2e),1992,Oceania
2.187102855e-05,Agriculture (Mt CO2e),2002,The Americas
0.000649876,Industrial Processes (Mt CO2e),1984,Europe
0.000363264,Power Industry (Energy) (Mt CO2e),2003,Africa
0.000343977,Power Industry (Energy) (Mt CO2e),1971,Middle East
0.002827960,Transport (Energy) (Mt CO2e),1998,Oceania
6.279616399e-05,Industrial Processes (Mt CO2e),1985,Africa
2.403467862e-05,Agriculture (Mt CO2e),2007,Europe
,Building (Energy) (Mt CO2e),1963,Oceania
0.000210336,Power Industry (Energy) (Mt CO2e),1970,Africa
3.926435627e-06,Waste (Mt CO2e),1974,Oceania
2.145833865e-05,Agriculture (Mt CO2e),2005,The Americas
0.000507095,Industrial Combustion (Energy) (Mt CO2e),1978,Asia
0.000229981,Fugitive Emissions (Energy) (Mt CO2e),2018,Asia
9.368371054e-05,Building (Energy) (Mt CO2e),1974,Africa
2.981060118e-09,Waste (Mt CO2e),1971,Middle East
0.000643554,Fugitive Emissions (Energy) (Mt CO2e),1988,Europe
0.000229396,Fugitive Emissions (Energy) (Mt CO2e),2011,Asia
0.000552432,Industrial Processes (Mt CO2e),2008,Europe
,Agriculture (Mt CO2e),1963,The Americas
0.000731924,Building (Energy) (Mt CO2e),2007,Oceania
0.000293044,Industrial Processes (Mt CO2e),1979,Middle East
0.000336949,Industrial Processes (Mt CO2e),1984,The Americas
2.176974125e-05,Agriculture (Mt CO2e),1999,The Americas
,Fugitive Emissions (Energy) (Mt CO2e),1962,Europe
0.001502733,Transport (Energy) (Mt CO2e),1999,Europe
0.002284091,Industrial Combustion (Energy) (Mt CO2e),1976,Oceania
,Building (Energy) (Mt CO2e),1960,Europe
0.000322572,Industrial Processes (Mt CO2e),2014,The Americas
0.000155698,Transport (Energy) (Mt CO2e),1983,Asia
1.313011779e-05,Agriculture (Mt CO2e),2007,Middle East
0.000519857,Industrial Processes (Mt CO2e),2003,Europe
0.002087257,Industrial Combustion (Energy) (Mt CO2e),1972,The Americas
0.000150306,Fugitive Emissions (Energy) (Mt CO2e),2000,Asia
0.001951920,Building (Energy) (Mt CO2e),1988,Europe
,Agriculture (Mt CO2e),1965,Africa
0.003804332,Power Industry (Energy) (Mt CO2e),1986,Europe
,Industrial Processes (Mt CO2e),1966,Africa
0.000164996,Industrial Processes (Mt CO2e),1991,Asia
2.874046761e-05,Agriculture (Mt CO2e),2019,The Americas
0.000482830,Industrial Processes (Mt CO2e),1986,Oceania
0.001916281,Power Industry (Energy) (Mt CO2e),1996,Middle East
,Waste (Mt CO2e),1963,Europe
0.001484004,Industrial Combustion (Energy) (Mt CO2e),1984,The Americas
0.000642005,Fugitive Emissions (Energy) (Mt CO2e),2009,The Americas
0.000355673,Industrial Combustion (Energy) (Mt CO2e),1972,Middle East
,Industrial Combustion (Energy) (Mt CO2e),1963,Asia
0.001888912,Power Industry (Energy) (Mt CO2e),1995,Middle East
0.000346081,Industrial Processes (Mt CO2e),2021,The Americas
0.002835520,Transport (Energy) (Mt CO2e),1978,The Americas
0.000146307,Transport (Energy) (Mt CO2e),1976,Asia
0.000848440,Industrial Combustion (Energy) (Mt CO2e),2011,The Americas
0.002729097,Transport (Energy) (Mt CO2e),1973,The Americas
0.000726933,Building (Energy) (Mt CO2e),2014,Middle East
0.000643318,Power Industry (Energy) (Mt CO2e),1978,Middle East
0.000870684,Building (Energy) (Mt CO2e),2013,The Americas
,Transport (Energy) (Mt CO2e),1961,Europe
0.003630341,Power Industry (Energy) (Mt CO2e),1982,Europe
1.037882544e-08,Waste (Mt CO2e),2013,Africa
6.659931712e-05,Industrial Processes (Mt CO2e),1997,Africa
,Transport (Energy) (Mt CO2e),2025,Europe
0.000317044,Building (Energy) (Mt CO2e),1995,Asia
,Industrial Processes (Mt CO2e),1962,Oceania
0.001226080,Industrial Combustion (Energy) (Mt CO2e),1993,Europe
0.000780429,Power Industry (Energy) (Mt CO2e),1999,Asia
8.341995197e-05,Building (Energy) (Mt CO2e),2003,Africa
0.000794986,Industrial Processes (Mt CO2e),2019,Middle East
0.000371334,Industrial Processes (Mt CO2e),1971,The Americas
0.000873106,Building (Energy) (Mt CO2e),2011,The Americas
1.792569677e-05,Agriculture (Mt CO2e),2010,Asia
,Industrial Processes (Mt CO2e),1965,Oceania
5.901059320e-05,Industrial Processes (Mt CO2e),1986,Africa
4.124986748e-06,Waste (Mt CO2e),1985,Europe
1.341521326e-05,Agriculture (Mt CO2e),1985,Middle East
9.140286066e-05,Building (Energy) (Mt CO2e),1971,Africa
0.000796871,Industrial Combustion (Energy) (Mt CO2e),2006,Asia
0.000602085,Fugitive Emissions (Energy) (Mt CO2e),2002,Europe
0.000501099,Industrial Processes (Mt CO2e),1976,Oceania
0.000325011,Industrial Processes (Mt CO2e),2006,Asia
0.003118049,Power Industry (Energy) (Mt CO2e),1975,Europe
0.000351407,Industrial Processes (Mt CO2e),2007,Asia
,Building (Energy) (Mt CO2e),1961,Europe
0.000639633,Building (Energy) (Mt CO2e),1998,Oceania
0.000516727,Industrial Combustion (Energy) (Mt CO2e),1996,Asia
0.001821288,Industrial Combustion (Energy) (Mt CO2e),1993,Oceania
0.000769231,Building (Energy) (Mt CO2e),1971,Oceania
0.000211267,Transport (Energy) (Mt CO2e),2006,Africa
4.176637131e-05,Agriculture (Mt CO2e),1980,Europe
0.000940919,Building (Energy) (Mt CO2e),2007,The Americas
0.000340270,Power Industry (Energy) (Mt CO2e),1994,Africa
,Power Industry (Energy) (Mt CO2e),1964,The Americas
9.775144709e-05,Building (Energy) (Mt CO2e),1979,Africa
,Fugitive Emissions (Energy) (Mt CO2e),1969,Asia
8.335049016e-05,Industrial Processes (Mt CO2e),2011,Africa
0.000349310,Power Industry (Energy) (Mt CO2e),1977,Asia
0.002222225,Power Industry (Energy) (Mt CO2e),2003,Middle East
3.893988417e-06,Waste (Mt CO2e),1975,Europe
,Transport (Energy) (Mt CO2e),1961,The Americas
,Industrial Processes (Mt CO2e),1969,The Americas
0.003305703,Power Industry (Energy) (Mt CO2e),2007,The Americas
0.001972872,Building (Energy) (Mt CO2e),1972,Europe
0.000462046,Industrial Combustion (Energy) (Mt CO2e),1975,Asia
0.000249669,Power Industry (Energy) (Mt CO2e),1974,Africa
,Industrial Combustion (Energy) (Mt CO2e),1969,The Americas
0.000155865,Transport (Energy) (Mt CO2e),1974,Africa
0.001400085,Transport (Energy) (Mt CO2e),1994,Europe
0.002523229,Transport (Energy) (Mt CO2e),2016,The Americas
0.000308257,Fugitive Emissions (Energy) (Mt CO2e),1978,Africa
0.001060983,Building (Energy) (Mt CO2e),1995,The Americas
0.006660533,Power Industry (Energy) (Mt CO2e),2002,Oceania
0.001419131,Industrial Combustion (Energy) (Mt CO2e),1988,The Americas
1.441802438e-06,Waste (Mt CO2e),1980,Asia
0.000263470,Building (Energy) (Mt CO2e),2000,Asia
0.000944880,Industrial Combustion (Energy) (Mt CO2e),2022,Asia
0.000216885,Transport (Energy) (Mt CO2e),2007,Africa
0.000630153,Fugitive Emissions (Energy) (Mt CO2e),2000,The Americas
0.000905418,Building (Energy) (Mt CO2e),2009,The Americas
0.002537945,Transport (Energy) (Mt CO2e),1980,Oceania
0.000628196,Fugitive Emissions (Energy) (Mt CO2e),1993,The Americas
0.000356189,Industrial Processes (Mt CO2e),1996,The Americas
0.000799964,Fugitive Emissions (Energy) (Mt CO2e),1975,The Americas
1.484965433e-05,Agriculture (Mt CO2e),1972,The Americas
,Industrial Combustion (Energy) (Mt CO2e),1960,Africa
0.001033862,Building (Energy) (Mt CO2e),2024,Europe
0.000337054,Industrial Processes (Mt CO2e),2023,The Americas
0.000770298,Fugitive Emissions (Energy) (Mt CO2e),1998,Oceania
0.001766392,Industrial Combustion (Energy) (Mt CO2e),1999,Oceania
,Industrial Processes (Mt CO2e),1968,Middle East
5.165924207e-06,Agriculture (Mt CO2e),1997,Africa
0.000602990,Fugitive Emissions (Energy) (Mt CO2e),1976,Europe
,Waste (Mt CO2e),1968,Asia
0.002873011,Power Industry (Energy) (Mt CO2e),1978,The Americas
0.000136227,Industrial Combustion (Energy) (Mt CO2e),1996,Africa
0.001899462,Building (Energy) (Mt CO2e),1983,Europe
0.000359191,Industrial Processes (Mt CO2e),2000,The Americas
,Fugitive Emissions (Energy) (Mt CO2e),1968,The Americas
0.002702415,Transport (Energy) (Mt CO2e),2002,The Americas
,Power Industry (Energy) (Mt CO2e),1969,Oceania
,Transport (Energy) (Mt CO2e),1960,Asia
,Agriculture (Mt CO2e),1964,Oceania
0.000818134,Fugitive Emissions (Energy) (Mt CO2e),1978,The Americas
0.003606573,Power Industry (Energy) (Mt CO2e),1978,Oceania
,Transport (Energy) (Mt CO2e),1965,Europe
,Building (Energy) (Mt CO2e),1960,Oceania
,Industrial Combustion (Energy) (Mt CO2e),1965,Middle East
0.000938758,Industrial Combustion (Energy) (Mt CO2e),2011,Europe
0.001003494,Industrial Combustion (Energy) (Mt CO2e),2021,Europe
1.021015639e-08,Waste (Mt CO2e),2012,Africa
0.000273977,Power Industry (Energy) (Mt CO2e),1980,Africa
0.001245700,Fugitive Emissions (Energy) (Mt CO2e),1983,Middle East
9.019141342e-09,Waste (Mt CO2e),2006,Africa
0.000356200,Power Industry (Energy) (Mt CO2e),2020,Africa
0.000693153,Building (Energy) (Mt CO2e),1980,Oceania
0.000703431,Building (Energy) (Mt CO2e),1989,Middle East
0.002779119,Power Industry (Energy) (Mt CO2e),2013,The Americas
0.003351901,Power Industry (Energy) (Mt CO2e),1996,Europe
1.409182124e-06,Waste (Mt CO2e),1970,Asia
